ID,SEASON,W_WS_LOC,HW_TOTAL,HW_WORRY,HW_INTERR,HW_CLOTHES,HW_PLANS,HW_FOOD,HW_HANDS,HW_BODY,HW_DRINK,HW_ANGRY,HW_SLEEP,HW_NONE,HW_SHAME,HW_INFO,PSS1,PSS2,PSS3,PSS4,PSS5,PSS6,PSS7,PSS8,PSS9,PSS10,PSS11,PSS12,PSS13,PSS14,PSS_INFO
432,Apr-Jun,WS,NA,0,1,0,0,0,0,0,1,0,0,0,0,8 bebida--acaba garrafon,2,1,2,3,3,4,3,1,4,4,2,2,3,0,
433,Apr-Jun,WS,NA,1,1,1,0,0,0,1,0,1,0,1,0,,1,0,1,3,3,3,3,1,3,2,1,1,3,0,
434,Apr-Jun,WS,NA,1,1,1,1,0,0,1,1,0,1,1,0,8 bebida--olvida garrafón,2,4,2,3,2,2,2,2,3,2,3,4,1,2,
435,Apr-Jun,WS,NA,3,0,0,0,0,0,0,0,1,0,0,0,,3,2,2,4,4,4,4,3,3,4,1,4,4,2,
436,Apr-Jun,WS,NA,2,1,3,2,3,1,2,1,0,2,1,2,5 alimentos--a veces la usan para comida. Sucie no se puede.,1,2,3,3,2,3,3,2,1,1,3,1,3,1,
437,Apr-Jun,WS,NA,1,1,1,2,0,0,1,1,1,1,2,0,,2,2,3,2,2,2,2,2,1,1,2,2,2,2,
438,Apr-Jun,WS,NA,3,1,1,2,1,2,2,1,2,0,2,0,,0,2,2,2,3,3,3,2,3,2,2,3,2,2,
439,Apr-Jun,WS,NA,1,2,2,1,0,1,1,1,1,1,1,0,,2,3,4,3,2,3,2,2,2,1,2,3,3,2,
440,Apr-Jun,WI,NA,1,2,1,0,0,0,1,0,1,0,1,0,Bebida--compran botella en tienda,2,1,3,3,4,4,3,1,3,2,2,1,1,1,
441,Apr-Jun,WI,NA,2,3,3,2,0,0,2,1,1,1,3,0,,1,1,2,2,3,2,4,2,3,2,3,2,2,1,
442,Apr-Jun,WI,NA,2,2,1,3,1,0,2,2,1,0,0,0,"4) Planes: cambio planes--> iba a las 5 am, 7 días. dejó de trabajar y no tenía agua
5) Alimentos: compró desechables
9) Enojo: hijo se molesta cuando manda a buscar garrafón",2,2,2,3,4,4,2,2,4,3,2,3,3,2,
443,Apr-Jun,WI,NA,2,1,2,0,1,0,1,1,1,1,3,0,"5) Alimentos: mamá--> ensaladas. compró verdura--> lavar y agua llave + gotitas--> luego vió gusanos (blanco) en llave--> compraron pollo! 
9) Enojo: (muy sucia)- enfermo a pesar de filtro",2,2,3,2,2,3,2,2,2,2,3,2,2,3,
444,Apr-Jun,WI,NA,1,0,1,0,0,0,0,0,0,0,0,0,3) Ropa: cayó solo en la tarde,2,2,3,3,3,3,2,2,2,1,1,4,3,2,
445,Apr-Jun,WI,NA,3,3,3,0,0,0,1,0,0,0,1,0,,3,4,4,3,4,3,2,3,3,4,4,4,2,4,
446,Apr-Jun,WI,NA,2,2,1,1,2,0,0,0,1,0,1,1,"5) Alimentos: lavar verduras--> de llave--> muy sucia. Prefieren de garrafón
12) Vergüenza: pedir el agua--era pagarle toda--> pipa. Nadie quería pagar por agua (vecinos).",3,2,4,2,1,1,2,2,1,1,4,4,2,4,
447,Apr-Jun,WI,NA,2,2,3,1,0,0,0,0,1,0,1,0,8) Bebida: mamá precande,2,3,3,1,1,2,2,2,3,2,1,2,2,1,
448,Apr-Jun,WI,NA,0,1,0,0,0,0,0,1,0,1,0,0,7) Cuerpo: olvidó garrafón,3,4,3,2,2,4,3,2,3,2,3,3,2,2,
449,Apr-Jun,WS,NA,1,1,1,1,1,0,0,1,1,0,2,0,"8) Bebida: olvidan garrafón
12) Vergüenza: tenía graba. segura de algunos",3,3,3,2,2,3,2,2,2,1,3,4,3,2,
450,Apr-Jun,WS,NA,3,3,3,3,2,3,3,2,3,1,1,0,,3,4,4,2,2,3,1,3,2,3,4,4,2,3,
451,Apr-Jun,WS,NA,0,1,1,0,0,1,1,0,0,0,1,0,,2,1,2,3,4,4,4,1,4,4,2,3,3,1,
452,Apr-Jun,WS,NA,2,2,1,2,1,1,2,1,2,1,3,0,,3,4,3,2,2,2,2,4,3,1,4,4,2,4,
453,Apr-Jun,WS,NA,1,2,2,1,2,1,1,1,2,0,2,1,9) Enojo: hermano ve que la gente batalla con el agua,2,2,2,2,3,3,3,3,3,2,2,2,3,2,
454,Apr-Jun,WS,NA,1,2,2,0,0,0,1,0,1,0,0,0,,2,1,4,3,2,2,2,2,2,2,3,3,3,3,
455,Apr-Jun,WS,NA,1,0,0,0,0,0,0,1,1,0,0,0,,4,3,3,2,3,3,3,3,4,2,3,2,2,3,
456,Apr-Jun,WS,NA,3,3,2,3,2,2,2,1,3,1,1,0,,2,1,3,4,3,4,4,3,3,2,2,1,2,1,
457,Apr-Jun,WI,NA,1,1,1,0,0,0,1,0,0,0,1,0,,2,1,3,3,3,4,2,2,4,4,2,4,3,2,
458,Apr-Jun,WS,NA,3,2,2,0,1,1,1,1,1,1,1,1,,3,4,4,1,2,2,2,2,3,2,4,4,4,4,
459,Apr-Jun,WI,NA,0,0,1,0,0,0,0,0,0,0,0,0,,2,2,2,2,3,4,3,1,2,0,2,1,2,1,
460,Apr-Jun,WI,NA,3,1,2,3,0,1,2,0,2,0,1,2,,4,3,3,4,4,4,2,2,4,2,3,2,2,1,
461,Apr-Jun,WI,NA,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,4,3,4,1,3,2,2,1,2,1,
462,Apr-Jun,WI,NA,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,3,2,4,2,2,4,2,1,4,2,2,2,
463,Apr-Jun,WS,NA,3,2,2,0,0,0,0,0,2,0,0,0,Preocupacion--diario,2,2,3,2,2,2,3,2,2,2,3,3,2,2,
464,Apr-Jun,WS,NA,1,2,1,1,1,0,1,0,1,0,1,0,"Alimentos--para lavar, trate les faltó // algo que no enovciona",1,0,1,4,3,4,4,1,4,2,2,4,4,1,
465,Apr-Jun,WS,NA,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno--Se lo siempre conde habla del agua del suministro de publica,4,4,4,2,1,4,3,1,2,2,4,4,2,3,
466,Apr-Jun,WS,NA,3,1,0,0,1,0,0,0,0,0,0,0,"Alimentos--llegaba muy sucia--compraron desechables, no podrían lavar traste

Enojo--anterior 1

Ninguno---anterior 1",0,2,3,4,3,4,4,2,4,3,4,3,4,2,
467,Apr-Jun,WS,NA,2,1,1,1,2,1,0,0,2,2,1,0,,2,4,4,3,2,2,2,1,3,1,4,3,2,4,
468,Apr-Jun,WS,NA,0,1,2,0,0,1,1,0,0,0,2,0,,4,4,3,2,3,4,0,1,2,0,4,4,2,4,
469,Apr-Jun,WS,NA,1,2,1,0,0,0,1,0,0,0,0,0,,0,2,3,4,2,2,4,4,2,4,2,4,2,1,
470,Apr-Jun,WS,NA,2,2,2,1,0,0,1,0,2,0,1,0,,2,1,3,4,3,4,3,1,3,2,2,4,3,1,
471,Apr-Jun,WS,NA,2,2,2,1,2,0,2,0,1,0,1,1,"4) Planes: No pudo lavar trastes 2 veces. Debió dejarlos en una tina y cubrirlos por el olor
5) Alimentos: Por ejemplo, no pudo preparar ensalada porque eso requiere lavar muchas verduras. 
7) Cuerpo: salia NEGRA el agua
12) Vergüenza: su hija se sintió incomoda por no bañarse.",4,3,4,4,2,2,3,2,2,1,4,2,2,3,
472,Apr-Jun,WS,NA,0,0,0,2,0,0,0,0,3,0,2,2,"4) Planes: horarios --> hay muchas personas
9) Enojo: por lo de las bombas (se suben toda el agua) --> ella lava en la noche",3,4,4,2,4,3,4,3,4,2,2,3,4,1,
473,Apr-Jun,WS,NA,1,3,2,2,0,0,0,0,0,1,0,0,,3,4,4,3,3,2,2,2,4,2,2,3,2,1,
474,Apr-Jun,WS,NA,1,1,0,0,0,1,1,0,0,0,1,0,6) Manos: cae sucia,3,4,3,3,3,4,3,2,3,3,1,3,4,1,
475,Apr-Jun,WS,NA,3,3,3,1,3,3,2,0,3,0,3,2,"1) Preocupación: Todos los días. ella ""vive con esa preocupación""
3) Ropa: solo lavó 1 vez en la semana
4) Planes: 2 veces llevó a sus hijos sin uniforme porque no podia lavarlos y no se los aceptaron
5) Alimentos: Todo el mes tuvo que comer alimentos enlatados porque no podia lavar trastes.
6) Manos: todos usaban gel.
11) Ninguno: 30 días",2,1,3,4,4,4,4,1,4,3,2,4,3,1,
476,Apr-Jun,WS,NA,3,1,1,1,0,0,0,0,1,0,0,0,,2,3,3,2,2,3,2,3,3,2,4,3,4,1,
477,Apr-Jun,WS,NA,3,1,0,0,2,0,0,0,2,0,0,0,1) Preocupación: Diario,4,4,4,1,0,4,2,4,3,0,4,4,4,4,
478,Apr-Jun,WI,NA,3,2,2,2,1,2,2,0,1,0,1,0,,2,1,2,4,4,4,2,1,4,1,1,3,3,1,
479,Apr-Jun,WI,NA,2,3,2,2,1,1,2,1,3,1,2,0,,2,3,3,2,2,3,2,2,3,2,2,2,2,3,
480,Apr-Jun,WI,NA,1,1,0,0,0,0,0,1,0,1,0,0,"los numeros de arriba son para mayo
estos numeros son para marzo:
1) Preocupación: 2
2) Interrupción: 3
3) Ropa: 3
4) Planes: 3
5) Alimentos: 0
6) Manos: 1
7) Cuerpo: 1
8) Bebida: 2
9) Enojo: 2
10) Sueño: 2
11) Ninguno: 1 como le toma vez
12) Vergüenza: 0",2,2,4,3,4,3,3,3,2,1,4,4,2,2,
481,Apr-Jun,WI,NA,1,1,2,1,0,0,0,1,1,0,1,0,,2,0,4,3,3,3,2,2,4,1,2,3,1,2,
482,Apr-Jun,WI,NA,0,0,0,1,0,0,0,0,0,0,0,0,,0,2,2,3,2,2,4,1,2,1,2,4,0,1,
483,Apr-Jun,WS,NA,1,1,3,3,3,0,2,1,2,1,3,0,"1) mayo y abril,  3) 1/3,  4) 0/3,  5) 0/3,  7) 0/2,  8) 1/1,  9). 0/2,  10)1/1,  11) 0/3 al inicio caia muy sucia--> bano luego pudiera ",2,2,2,2,2,2,2,3,3,2,3,3,3,3,
484,Apr-Jun,WS,NA,1,2,1,0,0,0,0,1,0,0,0,0,"Abril: 1) 1, 2)2, 3) 1, 4) 3, 5) 3, 6) 0, 7) 1, 8) 1, 9) 1, 10) 0, 11) 1, 12) 0 ",2,3,4,2,2,2,2,3,2,2,3,2,3,3,
485,Apr-Jun,WS,NA,1,1,2,3,3,0,1,0,1,0,0,0,"Abril: 
1) 3 
2) 3
3) 3 
4) 3
5) 3 
6) 0 
7) 3
8) 0
9) 3
10)0
11) 2
12) 0 ",4,1,4,3,3,4,2,1,3,2,1,2,2,1,
486,Apr-Jun,WS,NA,3,1,2,2,2,1,1,0,1,0,1,0,admin corto- aung?? habia de pipa- ya se habia pagado,3,3,4,2,3,2,2,3,2,1,3,3,2,3,
487,Apr-Jun,WS,NA,3,2,2,2,1,0,2,0,2,0,2,0,"Febrero- Abril: 
1) 3 
2) 2 
3) 3 
4) 3 
5) 1 
6) 0 
7) 2
8)0 
9)3
10) 0
11) 3
12) 0",3,3,4,3,3,3,2,4,2,2,4,4,3,4,
488,Apr-Jun,WS,NA,0,0,0,0,0,0,0,0,0,0,1,0,"Abril: 
1) 2 
2) 2
3) 2 
4) 2 
5) 2 
6) 2 
7) 2
8) 0
9)0 
10) 0
11) 3 
12) 0",3,2,3,3,2,4,3,2,2,4,2,3,3,2,
489,Apr-Jun,WS,NA,0,0,0,0,0,3,0,0,0,0,0,0,"Abril: 
1) n/a
2) 1 
3) 2 
4) 2 
5) 2 
6) 3 
7) 2
8) 0 
9)2 
10) 0 
11) 2 
12) 0 ",2,0,2,3,3,3,2,1,3,3,2,2,3,3,
490,Apr-Jun,WS,NA,2,2,2,1,0,1,1,0,1,0,1,0,"Hay dos números por cada categoría, arriba son los números para ""mayo"". Aquí son los números para abril:

1: 3
2: 3
3: 3
4: 4
5: 0
6: 2
7: 3
8: 0
9: 3
10: 0
11: 3
12: 0

Planes: boñarse: cambiar horarios",1,3,4,4,3,4,3,3,3,2,2,2,3,2,
491,Apr-Jun,WS,NA,2,1,1,1,1,1,1,0,2,1,0,0,"Alimentos: si no hay de garrafón, tenía que hacer comida seca",2,2,2,3,2,2,2,2,3,1,1,3,3,2,
492,Apr-Jun,WS,NA,1,1,0,1,2,0,0,0,1,0,1,0,"5) No hace guisados

Los números arriba son de mayo, pero también hay diferentes repuestas para abril:

1: 2
2: 3
3: 2
4: 2
5: 3
6: 1
7: 1
8: 0
9: 2
10: 0
11: 3
12: 0",1,0,2,2,3,4,4,2,4,3,2,2,3,2,
493,Apr-Jun,WS,NA,0,1,0,1,0,0,1,0,0,0,1,0,,0,1,1,4,3,3,4,0,3,0,0,2,4,1,
494,Apr-Jun,WS,NA,1,0,1,0,0,0,0,0,0,0,0,0,"Arriba son las repuestas por mayo pero tambíen ella ponía las repuestas por abril:
1: 3
2: 3
3: 3
4: 3
5: 0
6: 3
7: 3
8: 0
9: 3
10: 0
11: 2
12: 0",2,2,3,3,4,3,3,1,3,2,2,4,3,2,
495,Apr-Jun,WS,NA,1,2,0,0,0,0,0,0,0,0,0,0,"Arriba son las repuestas de mayo, también hay repuestas por abril:
1: 2
2: 3
3: 2
4: 2
5: 1
6: 0
7: 2
8: 0
9: 0
10: 0
11: 1
12: 0",2,1,3,3,2,2,2,2,2,1,2,3,2,2,
496,Apr-Jun,WS,NA,2,1,0,0,0,0,0,0,0,0,0,0,"5: cocinar/lavar verduras -- no tenía de garrafón tampoco
12: por que no poder bañarse
General: quedaron sin agua de garrafón -- no daban a basto ... purificadora sin agua

Arriba son las repuestas de mayo, aquí son las repuestas por abril:
1: 3
2: 3
3: 2
4: 2
5: 3
6: 3
7: 3
8: 3
9: 2
10: 2
11: 3
12: 1",2,2,2,,3,3,3,2,2,2,2,3,4,1,
497,Apr-Jun,WS,NA,2,2,1,1,0,0,2,0,1,0,1,0,"5-la cortaron -- usar derechables
General: ""no entendía las preguntas, quizá no lee bien tampoco""

Las repuestas arriba son de mayo, aquí son las de abril:
1: 3
2: 3
3: 3
4: 0
5: 0
6: 0
7: 1
8: 3
9: 3
10: 0
11: 3
12: 0",3,0,3,2,3,2,1,3,2,0,3,3,2,0,
